1
Degree,Service_Time,Time
8,107,200
8,101,400
8,107,600
8,62,800
8,62,1000
8,62,1200
8,62,1400
8,62,1600
8,62,1800
8,62,2000
8,62,2200
8,62,2400
8,62,2600
8,62,2800
8,62,3000
8,62,3200
8,62,3400
8,62,3600
8,62,3800
8,62,4000
8,62,4200
8,62,4400
8,62,4600
8,62,4800
8,62,5000
8,62,5200
8,62,5400
8,62,5600
8,62,5800
8,62,6000
8,61,6200
8,62,6400
8,62,6600
8,62,6800
8,62,7000
8,62,7200
8,62,7400
8,62,7600
8,62,7800
8,62,8000
8,62,8200
8,62,8400
8,62,8600
8,62,8800
8,62,9000
8,62,9200
8,60,9400
8,60,9600
8,60,9800
8,60,10000
8,62,10200
8,60,10400
8,60,10600
8,60,10800
8,60,11000
8,60,11200
8,60,11400
8,60,11600
8,60,11800
8,60,12000
8,61,12200
8,60,12400
8,60,12600
8,60,12800
8,60,13000
8,60,13200
8,62,13400
8,62,13600
8,60,13800
8,60,14000
8,60,14200
8,60,14400
8,60,14600
8,62,14800
8,62,15000
8,62,15200
8,62,15400
8,62,15600
8,62,15800
8,64,16000
8,64,16200
8,64,16400
8,64,16600
8,64,16800
8,64,17000
8,64,17200
8,64,17400
8,64,17600
8,64,17800
8,64,18000
8,64,18200
8,64,18400
8,64,18600
8,81,18800
8,82,19000
8,82,19200
8,82,19400
8,83,19600
8,82,19800
8,82,20000
8,82,20200
8,83,20400
8,82,20600
8,82,20800
8,82,21000
8,82,21200
8,82,21400
8,84,21600
8,82,21800
8,83,22000
8,82,22200
8,82,22400
8,80,22600
8,74,22800
8,62,23000
8,62,23200
8,62,23400
8,62,23600
8,62,23800
8,62,24000
8,62,24200
8,62,24400
8,62,24600
8,62,24800
8,62,25000
8,62,25200
8,62,25400
8,64,25600
8,64,25800
8,64,26000
8,64,26200
8,64,26400
8,64,26600
8,68,26800
8,70,27000
8,70,27200
8,70,27400
8,70,27600
8,71,27800
8,71,28000
8,71,28200
8,71,28400
8,71,28600
8,71,28800
8,69,29000
8,70,29200
8,69,29400
8,70,29600
8,70,29800
8,69,30000
8,70,30200
8,70,30400
8,70,30600
8,69,30800
8,65,31000
8,63,31200
8,63,31400
8,63,31600
8,63,31800
8,64,32000
8,64,32200
8,64,32400
8,65,32600
8,65,32800
8,65,33000
8,65,33200
8,65,33400
8,65,33600
8,65,33800
8,65,34000
8,66,34200
8,67,34400
8,67,34600
8,66,34800
8,65,35000
8,65,35200
8,65,35400
8,65,35600
8,65,35800
8,65,36000
8,65,36200
8,65,36400
8,65,36600
8,65,36800
8,65,37000
8,65,37200
8,65,37400
8,65,37600
8,65,37800
8,66,38000
8,66,38200
8,66,38400
8,66,38600
8,66,38800
8,67,39000
8,67,39200
8,67,39400
8,67,39600
8,67,39800
8,67,40000
8,67,40200
8,67,40400
8,67,40600
8,67,40800
8,67,41000
8,67,41200
8,67,41400
8,67,41600
8,67,41800
8,67,42000
8,67,42200
8,67,42400
8,69,42600
8,77,42800
8,83,43000
8,86,43200
8,86,43400
8,86,43600
8,88,43800
8,90,44000
8,85,44200
8,82,44400
8,84,44600
8,86,44800
8,86,45000
8,86,45200
8,86,45400
8,87,45600
8,86,45800
8,89,46000
8,93,46200
8,94,46400
8,90,46600
8,85,46800
8,69,47000
8,65,47200
8,69,47400
8,70,47600
8,66,47800
8,66,48000
8,67,48200
8,67,48400
8,67,48600
8,68,48800
8,69,49000
8,68,49200
8,65,49400
8,66,49600
8,67,49800
8,68,50000
8,73,50200
8,74,50400
8,72,50600
8,69,50800
8,73,51000
8,80,51200
8,84,51400
8,78,51600
8,78,51800
8,80,52000
8,76,52200
8,82,52400
8,85,52600
8,83,52800
8,77,53000
8,76,53200
8,78,53400
8,82,53600
8,76,53800
8,76,54000
8,79,54200
8,76,54400
8,75,54600
8,95,54800
8,95,55000
8,105,55200
8,111,55400
8,104,55600
8,105,55800
8,107,56000
8,105,56200
8,103,56400
8,101,56600
8,96,56800
8,96,57000
8,101,57200
8,102,57400
8,265,57600
8,104,57800
8,103,58000
8,106,58200
8,106,58400
8,109,58600
8,99,58800
8,82,59000
8,83,59200
8,78,59400
8,78,59600
8,72,59800
8,71,60000
8,71,60200
8,71,60400
8,74,60600
8,74,60800
8,74,61000
8,74,61200
8,74,61400
8,74,61600
8,74,61800
8,74,62000
8,75,62200
8,78,62400
8,76,62600
8,74,62800
8,71,63000
8,73,63200
8,70,63400
8,86,63600
8,73,63800
8,70,64000
8,70,64200
8,76,64400
8,74,64600
8,70,64800
8,71,65000
8,73,65200
8,74,65400
8,71,65600
8,74,65800
8,73,66000
8,70,66200
8,71,66400
8,73,66600
8,74,66800
8,74,67000
8,72,67200
8,71,67400
8,70,67600
8,70,67800
8,70,68000
8,70,68200
8,70,68400
8,70,68600
8,70,68800
8,70,69000
8,70,69200
8,70,69400
8,70,69600
8,70,69800
8,70,70000
8,70,70200
8,70,70400
8,70,70600
8,70,70800
8,70,71000
8,70,71200
8,70,71400
8,70,71600
8,70,71800
