400
Degree,Service_Time,Time
1,40089,783
101,512,1869
102,533,2846
103,533,3161
104,533,3954
105,533,5289
106,533,6075
107,533,6767
108,533,7216
109,533,8437
110,533,8999
111,533,9626
112,533,10116
113,533,11175
114,533,11938
115,533,13264
116,533,14004
117,533,15230
118,533,16202
119,533,16538
120,533,16749
121,533,17917
122,533,18684
123,533,19313
124,533,19695
125,533,21025
126,533,21287
127,533,22610
128,533,22877
129,533,24212
130,533,24741
131,533,25943
132,533,26965
133,533,27423
134,533,27892
135,533,28659
136,533,29052
137,533,30108
138,533,30519
139,533,31161
140,533,32390
141,533,33163
142,533,33384
143,533,33703
144,533,34487
145,533,35624
146,533,36222
147,533,37546
148,533,38861
149,533,40231
150,533,40844
151,533,42170
152,533,42461
153,533,43641
154,533,44197
155,533,44670
156,533,44932
157,533,45902
158,533,46298
159,533,46979
160,533,47884
161,533,48609
162,533,49093
163,533,49620
164,533,50956
165,533,52061
166,533,52307
167,533,52636
168,533,53749
169,533,54206
170,533,55330
171,533,56625
172,533,58007
173,533,59152
174,533,59366
175,533,60133
176,533,61367
177,533,62331
178,533,63374
179,533,64524
180,533,65811
181,533,66419
182,533,67495
183,533,68873
184,533,69261
185,533,69845
186,533,70648
187,533,71099
188,533,72453
189,533,73452
190,533,74384
191,533,75244
192,533,75920
193,533,76288
194,533,76627
195,533,77239
196,533,77665
197,533,78051
198,533,79145
199,533,80484
200,533,81479
201,533,82649
202,533,83883
203,533,84861
204,533,86128
205,533,86529
206,533,87226
207,533,88328
208,533,88645
209,533,89337
210,533,90189
211,533,90745
212,533,91846
213,533,92726
214,533,93612
215,533,94053
216,533,95318
217,533,95607
218,533,96651
219,533,97870
220,533,98110
221,533,99039
222,533,100070
223,533,100787
224,533,101884
225,533,103055
226,533,103336
227,533,103811
228,533,104320
229,533,104647
230,533,105414
231,533,105870
232,533,107167
233,533,108120
234,533,108506
235,533,109671
236,533,109977
237,533,110860
238,533,112079
239,533,112503
240,533,113031
241,533,113702
242,533,114834
243,533,115063
244,533,115566
245,533,116185
246,533,116655
247,533,117023
248,533,117731
249,533,119046
250,533,119586
251,533,120335
252,533,121531
253,533,122054
254,533,122472
255,533,123717
256,533,124363
256,533,125214
256,533,125535
256,533,126490
256,533,127469
256,533,128357
256,533,128721
256,533,129949
256,533,130390
256,533,130940
256,533,131933
256,533,132833
256,533,134067
256,533,135231
256,533,136355
256,533,137069
256,533,137856
256,533,138712
256,533,139455
256,533,140546
256,533,140973
256,533,142338
256,533,143597
256,533,144533
256,533,144965
256,533,145716
256,533,146353
256,533,146581
256,533,147656
256,533,148863
256,533,150137
256,533,150458
256,533,151116
256,533,152511
256,533,152740
256,533,152977
256,533,154212
256,533,154605
256,533,155023
256,533,155651
256,533,156394
256,533,157605
256,533,158933
256,533,159862
256,533,160838
256,533,161042
256,533,161285
256,533,161648
256,533,162861
256,533,163999
256,533,164405
256,533,164645
256,533,165749
