100
120
80
Degree,Service_Time,Time
1,25985,0
1,25970,200
256,3,400
171,6,600
131,11,800
107,18,1000
93,24,1200
82,35,1400
76,60,1600
72,95,1800
72,135,2000
74,166,2200
78,184,2400
83,167,2600
87,152,2800
90,142,3000
92,139,3200
94,141,3400
96,135,3600
98,138,3800
100,139,4000
102,138,4200
96,147,4400
91,156,4600
98,138,4800
103,128,5000
109,117,5200
114,109,5400
119,102,5600
124,94,5800
127,90,6000
129,94,6200
130,97,6400
130,98,6600
130,103,6800
129,108,7000
130,109,7200
131,110,7400
131,114,7600
132,115,7800
133,115,8000
134,114,8200
135,113,8400
135,113,8600
136,111,8800
136,112,9000
137,110,9200
138,110,9400
139,108,9600
140,107,9800
142,105,10000
143,104,10200
145,102,10400
146,101,10600
147,100,10800
148,99,11000
149,98,11200
149,99,11400
149,100,11600
150,99,11800
150,101,12000
150,101,12200
149,102,12400
149,103,12600
149,104,12800
150,103,13000
150,104,13200
150,105,13400
150,105,13600
151,103,13800
151,104,14000
151,104,14200
152,103,14400
152,103,14600
152,103,14800
153,101,15000
153,102,15200
153,102,15400
154,101,15600
154,101,15800
154,101,16000
155,100,16200
155,100,16400
155,101,16600
155,101,16800
155,101,17000
155,101,17200
156,100,17400
156,100,17600
156,101,17800
156,101,18000
156,101,18200
156,101,18400
156,101,18600
156,101,18800
156,101,19000
156,101,19200
156,101,19400
156,102,19600
157,101,19800
157,101,20000
157,101,20200
157,101,20400
157,101,20600
158,100,20800
158,100,21000
158,100,21200
158,100,21400
158,100,21600
158,100,21800
158,100,22000
158,100,22200
158,100,22400
158,100,22600
158,100,22800
158,100,23000
158,101,23200
158,101,23400
158,101,23600
158,101,23800
158,101,24000
158,101,24200
159,100,24400
159,100,24600
159,100,24800
159,100,25000
159,100,25200
159,100,25400
159,100,25600
159,100,25800
159,100,26000
159,100,26200
159,100,26400
159,100,26600
159,100,26800
159,100,27000
159,100,27200
159,100,27400
159,100,27600
159,100,27800
159,100,28000
159,100,28200
159,100,28400
159,100,28600
159,100,28800
159,100,29000
159,100,29200
159,100,29400
159,100,29600
159,100,29800
159,100,30000
159,100,30200
159,100,30400
159,100,30600
160,99,30800
160,99,31000
159,100,31200
159,100,31400
159,100,31600
159,100,31800
159,100,32000
159,100,32200
159,100,32400
159,100,32600
159,100,32800
159,100,33000
159,100,33200
159,100,33400
159,100,33600
159,100,33800
159,100,34000
159,100,34200
159,100,34400
159,100,34600
159,100,34800
159,100,35000
159,100,35200
159,100,35400
159,100,35600
159,100,35800
159,100,36000
159,100,36200
159,100,36400
159,100,36600
159,100,36800
159,100,37000
160,99,37200
160,99,37400
159,100,37600
159,100,37800
159,100,38000
159,100,38200
159,100,38400
159,100,38600
159,100,38800
159,100,39000
159,100,39200
159,100,39400
159,100,39600
159,100,39800
159,100,40000
159,100,40200
159,100,40400
159,100,40600
159,100,40800
159,100,41000
159,100,41200
159,100,41400
159,100,41600
159,100,41800
159,100,42000
159,100,42200
159,100,42400
159,100,42600
159,100,42800
159,100,43000
159,100,43200
159,100,43400
160,99,43600
160,99,43800
159,100,44000
159,100,44200
159,100,44400
159,100,44600
159,100,44800
159,100,45000
159,100,45200
159,100,45400
159,100,45600
159,100,45800
159,100,46000
159,100,46200
159,100,46400
159,100,46600
159,100,46800
159,100,47000
159,100,47200
159,100,47400
159,100,47600
159,100,47800
159,100,48000
159,100,48200
159,100,48400
159,100,48600
159,100,48800
159,100,49000
159,100,49200
159,100,49400
159,100,49600
159,100,49800
160,99,50000
160,99,50200
159,100,50400
159,100,50600
159,100,50800
159,100,51000
159,100,51200
159,100,51400
159,78,51600
158,56,51800
154,34,52000
149,26,52200
143,28,52400
138,29,52600
132,30,52800
126,31,53000
120,33,53200
115,34,53400
109,36,53600
103,38,53800
98,40,54000
92,43,54200
86,46,54400
81,49,54600
75,53,54800
69,58,55000
64,62,55200
58,69,55400
52,77,55600
47,85,55800
42,95,56000
40,100,56200
40,100,56400
40,100,56600
40,100,56800
40,100,57000
40,100,57200
40,100,57400
40,100,57600
40,100,57800
40,100,58000
40,100,58200
40,100,58400
40,100,58600
40,100,58800
40,100,59000
40,100,59200
40,100,59400
40,100,59600
40,100,59800
40,100,60000
40,100,60200
40,100,60400
40,100,60600
40,100,60800
40,100,61000
40,100,61200
40,100,61400
40,100,61600
40,100,61800
40,100,62000
40,100,62200
40,100,62400
40,100,62600
40,100,62800
40,100,63000
40,100,63200
40,100,63400
40,100,63600
40,100,63800
40,100,64000
40,100,64200
40,100,64400
40,100,64600
40,100,64800
40,187,65000
41,295,65200
45,341,65400
50,355,65600
57,333,65800
64,312,66000
72,253,66200
79,215,66400
85,199,66600
91,189,66800
97,170,67000
103,168,67200
109,153,67400
115,152,67600
122,137,67800
128,136,68000
134,128,68200
141,123,68400
147,117,68600
153,114,68800
